timestamp,c_dht,h_dht,c_bme,p_bme,h_bme
1713391187,20.54322,53.15938,18.45,998.90,46.52
1713391197,20.55657,53.16243,18.44,998.84,46.52
1713391207,20.58595,53.18684,18.45,998.88,46.52
1713391217,20.58595,53.17616,18.45,998.85,46.48
1713391227,20.55657,53.19142,18.44,998.87,46.50
1713391237,20.55657,53.16243,18.45,998.88,46.51
1713391247,20.55657,53.18227,18.44,998.87,46.49
1713391257,20.57259,53.18532,18.45,998.88,46.51
1713391267,20.55657,53.16243,18.44,998.92,46.49
1713391277,20.57259,53.16396,18.44,998.90,46.50
1713391287,20.58595,53.17616,18.45,998.88,46.53
1713391297,20.55657,53.19142,18.44,998.90,46.52
1713391307,20.55657,53.18227,18.44,998.89,46.51
1713391317,20.57259,53.17311,18.44,998.87,46.54
1713391327,20.55657,53.16243,18.44,998.92,46.53
1713391337,20.54322,53.18074,18.45,998.90,46.50
1713391347,20.55657,53.13649,18.43,998.85,46.49
1713391357,20.55657,53.16243,18.44,998.92,46.50
1713391367,20.55657,53.17159,18.44,998.92,46.53
1713391377,20.55657,53.17159,18.43,998.95,46.51
1713391387,20.54322,53.15938,18.43,998.85,46.50
1713391397,20.55657,53.17159,18.44,998.92,46.48
1713391407,20.57259,53.14107,18.44,998.94,46.48
1713391417,20.55657,53.12733,18.44,998.95,46.44
1713391427,20.54322,53.12581,18.45,998.90,46.47
1713391437,20.54322,53.15938,18.43,998.91,46.49
1713391447,20.52987,53.16701,18.43,998.90,46.50
1713391457,20.55657,53.13649,18.43,998.91,46.49
1713391467,20.54322,53.16853,18.43,998.90,46.51
1713391477,20.54322,53.18074,18.43,998.93,46.50
1713391487,20.57259,53.17311,18.43,998.87,46.49
1713391497,20.55657,53.17159,18.42,998.78,46.51
1713391507,20.54322,53.15938,18.44,998.89,46.51
1713391517,20.55657,53.13649,18.43,998.90,46.50
1713391527,20.57259,53.16396,18.43,998.88,46.49
1713391537,20.55657,53.12733,18.43,998.87,46.49
1713391547,20.54322,53.1136,18.43,998.91,46.48
1713391557,20.57259,53.13039,18.43,998.85,46.50
1713391567,20.57259,53.18532,18.43,998.90,46.50
1713391577,20.52987,53.16701,18.43,998.88,46.50
1713391587,20.54322,53.19142,18.43,998.90,46.46
1713391597,20.55657,53.11665,18.43,998.82,46.45
1713391607,20.54322,53.13649,18.43,998.85,46.44
1713391617,20.54322,53.1136,18.42,998.89,46.51
1713391627,20.55657,53.17159,18.43,998.95,46.53
1713391637,20.55657,53.21431,18.43,998.90,46.47
1713391647,20.52987,53.15785,18.42,998.84,46.47
1713391657,20.54322,53.13649,18.42,998.92,46.51
1713391667,20.54322,53.16853,18.42,998.91,46.48
1713391677,20.54322,53.12581,18.42,998.92,46.47
1713391687,20.51652,53.1548,18.41,998.88,46.50
1713391697,20.54322,53.16853,18.42,998.95,46.53
1713391707,20.51652,53.14412,18.41,998.88,46.50
1713391717,20.54322,53.15938,18.42,998.97,46.54
1713391727,20.54322,53.1487,18.42,998.88,46.50
1713391737,20.54322,53.1487,18.42,998.86,46.52
1713391747,20.5005,53.14107,18.42,998.91,46.50
1713391757,20.54322,53.15938,18.42,998.94,46.52
1713391767,20.52987,53.14565,18.41,998.90,46.52
1713391777,20.52987,53.16701,18.43,998.91,46.50
1713391787,20.54322,53.16853,18.42,998.95,46.51
1713391797,20.54322,53.18074,18.41,998.93,46.49
1713391807,20.54322,53.16853,18.42,998.91,46.49
1713391817,20.55657,53.17159,18.42,998.91,46.50
1713391827,20.51652,53.14412,18.41,998.88,46.49
1713391837,20.52987,53.13496,18.41,998.90,46.48
1713391847,20.52987,53.11208,18.42,998.97,46.50
1713391857,20.54322,53.1487,18.41,998.88,46.50
1713391867,20.52987,53.16701,18.41,998.90,46.48
1713391877,20.52987,53.15785,18.42,998.94,46.45
1713391887,20.55657,53.09529,18.42,998.88,46.45
1713391897,20.52987,53.13496,18.41,998.96,46.46
1713391907,20.54322,53.12581,18.41,998.93,46.45
1713391917,20.51652,53.10902,18.41,998.90,46.45
1713391927,20.52987,53.06783,18.41,998.91,46.44
1713391937,20.51652,53.0663,18.41,998.92,46.41
1713391947,20.52987,53.08003,18.41,998.96,46.44
1713391957,20.52987,53.06783,18.41,998.97,46.40
1713391967,20.51652,53.0663,18.41,998.89,46.44
1713391977,20.51652,53.0663,18.41,998.91,46.41
1713391987,20.51652,53.08919,18.41,998.95,46.42
1713391997,20.54322,53.1136,18.41,998.98,46.42
1713392007,20.54322,53.10445,18.4,998.88,46.46
1713392017,20.54322,53.04951,18.4,998.96,46.42
1713392027,20.52987,53.05714,18.41,998.86,46.41
1713392037,20.52987,53.05714,18.4,998.91,46.41
1713392047,20.5005,53.1075,18.41,999.00,46.44
1713392057,20.51652,53.09987,18.41,998.95,46.45
1713392067,20.5005,53.07698,18.41,998.91,46.42
1713392077,20.52987,53.08003,18.4,998.93,46.42
1713392087,20.51652,53.08919,18.4,998.91,46.42
1713392097,20.55657,53.05257,18.41,998.94,46.44
1713392107,20.51652,53.09987,18.4,998.88,46.45
1713392117,20.52987,53.06783,18.4,998.91,46.44
1713392127,20.51652,53.05409,18.41,998.94,46.44
1713392137,20.52987,53.08003,18.41,998.91,46.46
1713392147,20.52987,53.05714,18.4,998.91,46.42
1713392157,20.52987,53.08003,18.41,998.89,46.41
1713392167,20.5005,53.06325,18.4,998.88,46.41
1713392177,20.51652,53.08003,18.4,998.91,46.39
1713392187,20.51652,53.04494,18.4,998.98,46.40
1713392197,20.5005,53.0312,18.4,998.84,46.41
1713392207,20.51652,53.05409,18.4,998.90,46.42
1713392217,20.52987,53.06783,18.4,998.96,46.41
1713392227,20.55657,53.0724,18.4,998.91,46.42
1713392237,20.52987,53.09071,18.4,998.93,46.47
1713392247,20.51652,53.12123,18.41,998.97,46.45
1713392257,20.52987,53.13496,18.4,998.95,46.42
1713392267,20.52987,53.09071,18.4,998.90,46.41
1713392277,20.52987,53.10292,18.4,998.95,46.40
1713392287,20.5005,53.08614,18.39,998.97,46.41
1713392297,20.5005,53.07698,18.4,998.98,46.42
1713392307,20.51652,53.0663,18.4,998.99,46.40
1713392317,20.5005,53.05257,18.41,998.94,46.40
1713392327,20.51652,53.04494,18.4,998.90,46.39
1713392337,20.51652,53.0663,18.4,998.96,46.41
1713392347,20.52987,53.06783,18.4,998.91,46.39
1713392357,20.54322,53.04951,18.4,998.90,46.41
1713392367,20.51652,53.03426,18.39,998.94,46.41
1713392377,20.5005,53.07698,18.4,998.93,46.43
1713392387,20.54322,53.08156,18.4,998.95,46.45
1713392397,20.51652,53.08919,18.4,998.93,46.45
1713392407,20.52987,53.06783,18.39,998.94,46.45
1713392417,20.5005,53.09834,18.4,998.96,46.46
1713392427,20.5005,53.07698,18.39,998.94,46.43
1713392437,20.5005,53.07698,18.4,998.90,46.42
1713392447,20.52987,53.05714,18.39,999.00,46.43
1713392457,20.51652,53.08919,18.39,999.02,46.43
1713392467,20.5005,53.07698,18.39,999.00,46.40
1713392477,20.5005,53.08614,18.38,998.96,46.44
1713392487,20.5005,53.04341,18.38,998.88,46.41
1713392497,20.52987,53.08003,18.4,999.01,46.40
1713392507,20.48714,53.04951,18.39,998.94,46.41
1713392517,20.51652,53.04494,18.39,998.91,46.41
1713392527,20.5005,53.0312,18.39,999.00,46.37
1713392537,20.51652,53.0251,18.39,999.03,46.37
1713392547,20.5005,53.0312,18.39,998.94,46.35
1713392557,20.5005,53.02052,18.39,998.94,46.36
1713392567,20.48714,53.00679,18.39,998.97,46.35
1713392577,20.51652,53.00221,18.39,998.99,46.37
1713392587,20.48714,53.04036,18.39,998.94,46.36
1713392597,20.51652,53.03426,18.38,998.97,46.37
1713392607,20.51652,53.00221,18.39,998.99,46.37
1713392617,20.51652,53.08003,18.38,998.97,46.39
1713392627,20.5005,53.04341,18.39,998.99,46.39
1713392637,20.48714,53.04951,18.38,998.98,46.39
1713392647,20.5005,53.00832,18.38,998.97,46.40
1713392657,20.5005,53.02052,18.37,998.97,46.40
1713392667,20.48714,53.06172,18.38,999.04,46.43
1713392677,20.48714,53.09529,18.37,998.97,46.41
1713392687,20.51652,53.05409,18.39,999.02,46.42
1713392697,20.5005,53.05257,18.38,999.03,46.43
1713392707,20.51652,53.05409,18.38,999.04,46.43
1713392717,20.5005,53.06325,18.38,999.01,46.42
1713392727,20.47379,53.0724,18.39,999.04,46.43
1713392737,20.47379,53.0724,18.38,999.06,46.45
1713392747,20.5005,53.08614,18.38,999.04,46.44
1713392757,20.51652,53.09987,18.39,999.04,46.44
1713392767,20.5005,53.08614,18.38,999.04,46.44
1713392777,20.48714,53.07545,18.38,999.04,46.43
1713392787,20.5005,53.07698,18.38,999.06,46.43
1713392797,20.5005,53.09834,18.37,999.05,46.43
1713392807,20.48714,53.06172,18.38,999.06,46.40
1713392817,20.51652,53.04494,18.38,999.03,46.40
1713392827,20.51652,53.05409,18.38,999.03,46.40
1713392837,20.48714,53.04036,18.38,998.97,46.39
1713392847,20.5005,53.04341,18.38,999.06,46.36
1713392857,20.5005,52.97627,18.38,999.04,46.36
1713392867,20.52987,53.01289,18.38,999.04,46.37
1713392877,20.5005,53.00832,18.38,999.06,46.38
1713392887,20.47379,53.00679,18.37,999.05,46.40
1713392897,20.48714,53.04036,18.38,999.03,46.40
1713392907,20.48714,53.04951,18.38,999.08,46.38
1713392917,20.47379,53.02663,18.37,999.07,46.37
1713392927,20.5005,53.04341,18.37,999.02,46.37
1713392937,20.51652,53.0251,18.37,999.01,46.40
1713392947,20.45777,53.03578,18.38,999.04,46.40
1713392957,20.48714,53.02968,18.39,999.10,46.40
1713392967,20.5005,53.04341,18.37,998.99,46.39
1713392977,20.47379,53.01747,18.37,999.04,46.40
1713392987,20.47379,53.02663,18.37,998.99,46.38
1713392997,20.5005,53.05257,18.37,999.02,46.38
1713393007,20.45777,53.01595,18.38,999.08,46.40
1713393017,20.48714,53.06172,18.37,999.10,46.40
1713393027,20.48714,53.02052,18.37,999.07,46.40
1713393037,20.48714,53.02968,18.38,999.11,46.38
1713393047,20.47379,53.00679,18.37,999.05,46.38
1713393057,20.48714,53.04036,18.37,999.05,46.37
1713393067,20.48714,53.00679,18.37,999.10,46.35
1713393077,20.47379,53.00679,18.37,999.05,46.35
1713393087,20.48714,53.00679,18.37,999.04,46.37
1713393097,20.48714,52.99763,18.37,999.07,46.34
1713393107,20.5005,52.97627,18.38,999.14,46.32
1713393117,20.48714,52.98543,18.37,999.04,46.33
1713393127,20.48714,52.97475,18.38,999.03,46.36
1713393137,20.48714,53.02968,18.37,999.02,46.34
1713393147,20.48714,52.99763,18.37,999.07,46.38
1713393157,20.48714,52.98543,18.37,999.10,46.33
1713393167,20.48714,53.00679,18.37,999.13,46.34
1713393177,20.47379,52.99458,18.37,999.12,46.35
1713393187,20.45777,53.01595,18.37,999.07,46.35
1713393197,20.5005,53.00832,18.37,999.04,46.34
1713393207,20.48714,52.97475,18.36,999.13,46.38
1713393217,20.47379,52.99458,18.37,999.09,46.35
1713393227,20.47379,52.99458,18.37,999.12,46.34
1713393237,20.47379,52.99458,18.36,999.08,46.36
1713393247,20.48714,52.99763,18.38,999.19,46.38
1713393257,20.5005,53.0312,18.36,999.13,46.41
1713393267,20.5005,53.0312,18.37,999.17,46.41
1713393277,20.48714,53.02968,18.37,999.10,46.41
1713393287,20.48714,53.02052,18.37,999.12,46.39
1713393297,20.48714,52.98543,18.37,999.07,46.38
1713393307,20.47379,52.99458,18.36,999.05,46.36
1713393317,20.48714,52.99763,18.36,999.06,46.38
1713393327,20.47379,52.99458,18.37,999.09,46.38
1713393337,20.45777,53.01595,18.36,999.08,46.38
1713393347,20.47379,52.9839,18.37,999.07,46.39
1713393357,20.48714,53.02968,18.36,999.11,46.36
1713393367,20.48714,52.98543,18.36,999.13,46.36
1713393377,20.45777,53.00221,18.36,999.09,46.35
1713393387,20.44442,52.99001,18.36,999.09,46.36
1713393397,20.44442,52.95796,18.36,999.11,46.36
1713393407,20.47379,53.02663,18.35,999.10,46.35
1713393417,20.45777,52.97017,18.37,999.09,46.35
1713393427,20.47379,52.9839,18.35,999.10,46.36
1713393437,20.47379,52.99458,18.35,999.07,46.36
1713393447,20.48714,52.96559,18.36,999.09,46.35
1713393457,20.48714,52.99763,18.35,999.10,46.34
1713393467,20.48714,52.97475,18.36,999.08,46.33
1713393477,20.47379,52.92897,18.36,999.11,46.33
1713393487,20.47379,52.96254,18.35,999.09,46.33
1713393497,20.45777,52.94728,18.35,999.12,46.34
1713393507,20.48714,52.9427,18.36,999.14,46.34
1713393517,20.45777,52.92591,18.36,999.11,46.32
1713393527,20.48714,52.95186,18.35,999.07,46.31
1713393537,20.45777,52.91676,18.35,999.12,46.33
1713393547,20.47379,52.93965,18.35,999.18,46.32
1713393557,20.47379,52.92897,18.34,999.11,46.33
1713393567,20.47379,52.95186,18.35,999.09,46.32
1713393577,20.47379,52.92897,18.35,999.12,46.32
1713393587,20.45777,52.93813,18.34,999.08,46.31
1713393597,20.47379,52.93965,18.35,999.17,46.31
1713393607,20.45777,52.92591,18.34,999.08,46.30
1713393617,20.45777,52.89387,18.35,999.14,46.29
1713393627,20.45777,52.88319,18.34,999.19,46.30
1713393637,20.45777,52.92591,18.34,999.11,46.31
1713393647,20.45777,52.94728,18.34,999.16,46.30
1713393657,20.45777,52.92591,18.34,999.08,46.31
1713393667,20.45777,52.96101,18.34,999.10,46.33
1713393677,20.5005,52.96559,18.35,999.12,46.34
1713393687,20.44442,52.95796,18.35,999.14,46.37
1713393697,20.45777,53.00221,18.34,999.16,46.38
1713393707,20.45777,53.00221,18.34,999.15,46.38
1713393717,20.45777,53.0251,18.34,999.16,46.38
1713393727,20.44442,53.01289,18.35,999.14,46.40
1713393737,20.44442,53.02205,18.34,999.16,46.38
1713393747,20.47379,53.00679,18.34,999.13,46.41
1713393757,20.44442,53.01289,18.34,999.13,46.40
1713393767,20.43107,53.01137,18.34,999.18,46.41
1713393777,20.43107,53.01137,18.34,999.15,46.40
1713393787,20.45777,53.03578,18.34,999.14,46.38
1713393797,20.45777,53.0251,18.34,999.15,46.40
1713393807,20.45777,52.98085,18.34,999.15,46.37
1713393817,20.45777,52.99306,18.34,999.24,46.40
1713393827,20.44442,53.01289,18.33,999.17,46.42
1713393837,20.45777,53.01595,18.34,999.18,46.40
1713393847,20.45777,53.03578,18.34,999.18,46.40
1713393857,20.45777,53.01595,18.33,999.14,46.42
1713393867,20.43107,53.01137,18.33,999.19,46.42
1713393877,20.45777,53.04494,18.33,999.15,46.40
1713393887,20.45777,53.0251,18.34,999.18,46.40
1713393897,20.43107,52.98848,18.33,999.17,46.41
1713393907,20.44442,53.03426,18.33,999.20,46.40
1713393917,20.45777,53.01595,18.33,999.20,46.40
1713393927,20.43107,53.01137,18.34,999.18,46.42
1713393937,20.45777,53.05714,18.33,999.17,46.42
1713393947,20.45777,53.0251,18.34,999.18,46.41
1713393957,20.44442,53.02205,18.33,999.12,46.42
1713393967,20.44442,53.02205,18.33,999.25,46.42
1713393977,20.44442,53.05714,18.33,999.14,46.41
1713393987,20.45777,53.03578,18.33,999.22,46.41
1713393997,20.44442,53.06783,18.33,999.21,46.40
1713394007,20.45777,52.99306,18.34,999.18,46.38
1713394017,20.44442,53.00221,18.33,999.20,46.40
1713394027,20.44442,53.02205,18.32,999.23,46.39
1713394037,20.44442,52.99001,18.32,999.18,46.36
1713394047,20.43107,52.95644,18.33,999.13,46.36
1713394057,20.47379,52.96254,18.33,999.16,46.36
1713394067,20.45777,52.94728,18.33,999.19,46.33
1713394077,20.43107,52.94423,18.33,999.21,46.29
1713394087,20.43107,52.92134,18.33,999.24,46.27
1713394097,20.44442,52.89235,18.32,999.18,46.26
1713394107,20.44442,52.88014,18.33,999.16,46.29
1713394117,20.44442,52.93507,18.33,999.18,46.29
1713394127,20.44442,52.93507,18.33,999.23,46.26
1713394137,20.45777,52.87098,18.33,999.21,46.25
1713394147,20.44442,52.88014,18.33,999.16,46.25
1713394157,20.45777,52.86183,18.32,999.15,46.23
1713394167,20.43107,52.9015,18.32,999.15,46.26
1713394177,20.43107,52.88929,18.32,999.15,46.28
1713394187,20.44442,52.88014,18.33,999.17,46.29
1713394197,20.43107,52.87861,18.33,999.18,46.25
1713394207,20.43107,52.9015,18.33,999.21,46.28
1713394217,20.43107,52.92134,18.31,999.11,46.28
1713394227,20.43107,52.9015,18.33,999.18,46.31
1713394237,20.45777,52.92591,18.32,999.18,46.31
1713394247,20.45777,52.93813,18.32,999.14,46.32
1713394257,20.44442,52.93507,18.33,999.21,46.33
1713394267,20.43107,52.93355,18.32,999.20,46.34
1713394277,20.41772,52.91066,18.32,999.15,46.34
1713394287,20.43107,52.94423,18.33,999.18,46.33
1713394297,20.43107,52.96559,18.32,999.25,46.32
1713394307,20.43107,52.92134,18.32,999.18,46.32
1713394317,20.41772,52.91066,18.32,999.20,46.33
1713394327,20.43107,52.92134,18.32,999.20,46.32
1713394337,20.41772,52.89845,18.31,999.16,46.30
1713394347,20.45777,52.88319,18.32,999.22,46.32
1713394357,20.43107,52.93355,18.32,999.18,46.34
1713394367,20.43107,52.94423,18.32,999.26,46.34
1713394377,20.43107,52.93355,18.32,999.23,46.34
1713394387,20.45777,52.93813,18.32,999.17,46.32
1713394397,20.43107,52.93355,18.33,999.18,46.35
1713394407,20.43107,52.95644,18.32,999.20,46.37
1713394417,20.41772,52.99763,18.32,999.17,46.36
1713394427,20.43107,52.95644,18.32,999.22,46.33
1713394437,20.43107,52.93355,18.32,999.28,46.36
1713394447,20.44442,52.97932,18.31,999.19,46.36
1713394457,20.43107,52.99916,18.32,999.25,46.34
1713394467,20.41772,52.95338,18.31,999.13,46.34
1713394477,20.43107,52.92134,18.31,999.27,46.32
1713394487,20.43107,52.92134,18.32,999.25,46.30
1713394497,20.43107,52.9015,18.31,999.19,46.27
1713394507,20.41772,52.91066,18.32,999.15,46.28
1713394517,20.4017,52.84199,18.31,999.21,46.32
1713394527,20.38834,52.90608,18.3,999.23,46.32
1713394537,20.4017,52.91676,18.31,999.19,46.29
1713394547,20.41772,52.89845,18.31,999.19,46.28
1713394557,20.4017,52.9076,18.31,999.15,46.29
1713394567,20.41772,52.87556,18.31,999.19,46.26
1713394577,20.41772,52.89845,18.31,999.24,46.29
1713394587,20.4017,52.85267,18.31,999.16,46.27
1713394597,20.41772,52.88929,18.31,999.21,46.24
1713394607,20.44442,52.89235,18.31,999.18,46.25
1713394617,20.41772,52.85572,18.31,999.19,46.23
1713394627,20.41772,52.84352,18.31,999.21,46.26
1713394637,20.41772,52.88929,18.31,999.18,46.24
1713394647,20.4017,52.88777,18.31,999.15,46.27
1713394657,20.38834,52.89387,18.31,999.24,46.29
1713394667,20.41772,52.93355,18.31,999.29,46.27
1713394677,20.4017,52.92897,18.31,999.21,46.26
1713394687,20.4017,52.9076,18.31,999.19,46.26
1713394697,20.44442,52.8603,18.31,999.19,46.26
1713394707,20.41772,52.88929,18.31,999.19,46.28
1713394717,20.41772,52.89845,18.31,999.24,46.26
1713394727,20.41772,52.85572,18.32,999.28,46.28
1713394737,20.43107,52.87861,18.31,999.24,46.26
1713394747,20.41772,52.85572,18.31,999.19,46.25
1713394757,20.41772,52.86488,18.31,999.18,46.24
1713394767,20.43107,52.85725,18.31,999.26,46.23
1713394777,20.41772,52.87556,18.31,999.21,46.24
1713394787,20.43107,52.83436,18.31,999.27,46.23
1713394797,20.41772,52.85572,18.31,999.16,46.25
1713394807,20.43107,52.86641,18.31,999.27,46.24
1713394817,20.41772,52.89845,18.31,999.24,46.25
1713394827,20.41772,52.85572,18.31,999.26,46.22
1713394837,20.4017,52.86183,18.3,999.25,46.24
1713394847,20.43107,52.87861,18.31,999.26,46.26
1713394857,20.41772,52.85572,18.3,999.23,46.25
1713394867,20.43107,52.83436,18.31,999.29,46.23
1713394877,20.41772,52.85572,18.31,999.26,46.23
1713394887,20.4017,52.86183,18.3,999.20,46.24
1713394897,20.41772,52.84352,18.31,999.27,46.23
1713394907,20.4017,52.83284,18.31,999.23,46.25
1713394917,20.41772,52.84352,18.31,999.30,46.23
1713394927,20.38834,52.87098,18.31,999.23,46.24
1713394937,20.43107,52.87861,18.3,999.22,46.23
1713394947,20.41772,52.84352,18.3,999.20,46.22
1713394957,20.41772,52.84352,18.3,999.25,46.23
1713394967,20.41772,52.86488,18.31,999.29,46.22
1713394977,20.41772,52.85572,18.31,999.29,46.21
1713394987,20.43107,52.80232,18.31,999.24,46.20
1713394997,20.4017,52.83284,18.31,999.26,46.22
1713395007,20.43107,52.84657,18.3,999.23,46.23
1713395017,20.43107,52.85725,18.3,999.28,46.23
1713395027,20.4017,52.85267,18.3,999.20,46.19
1713395037,20.4017,52.83284,18.3,999.23,46.20
1713395047,20.4017,52.8191,18.3,999.19,46.22
1713395057,20.4017,52.83284,18.3,999.16,46.24
1713395067,20.4017,52.85267,18.3,999.27,46.23
1713395077,20.4017,52.83284,18.28,999.19,46.21
1713395087,20.41772,52.80079,18.3,999.27,46.20
1713395097,20.4017,52.78706,18.3,999.23,46.19
1713395107,20.43107,52.82368,18.3,999.22,46.20
1713395117,20.4017,52.83284,18.3,999.31,46.20
1713395127,20.4017,52.84199,18.3,999.23,46.23
1713395137,20.43107,52.9015,18.3,999.31,46.22
1713395147,20.43107,52.84657,18.3,999.27,46.20
1713395157,20.41772,52.82063,18.31,999.26,46.22
1713395167,20.4017,52.84199,18.29,999.24,46.24
1713395177,20.41772,52.86488,18.29,999.26,46.24
1713395187,20.4017,52.86183,18.29,999.26,46.27
1713395197,20.4017,52.86183,18.3,999.22,46.29
1713395207,20.41772,52.89845,18.29,999.21,46.28
1713395217,20.41772,52.87556,18.29,999.32,46.26
1713395227,20.4017,52.87403,18.29,999.29,46.30
1713395237,20.41772,52.88929,18.3,999.28,46.30
1713395247,20.38834,52.89387,18.29,999.32,46.29
1713395257,20.38834,52.88472,18.29,999.26,46.26
1713395267,20.4017,52.83284,18.29,999.26,46.24
1713395277,20.4017,52.84199,18.29,999.24,46.24
1713395287,20.4017,52.85267,18.29,999.21,46.22
1713395297,20.4017,52.83284,18.29,999.26,46.23
1713395307,20.41772,52.85572,18.29,999.26,46.23
1713395317,20.41772,52.85572,18.3,999.23,46.24
1713395327,20.41772,52.85572,18.29,999.29,46.26
1713395337,20.38834,52.87098,18.29,999.32,46.25
1713395347,20.4017,52.86183,18.29,999.26,46.23
1713395357,20.38834,52.81605,18.29,999.23,46.23
1713395367,20.38834,52.85115,18.28,999.30,46.23
1713395377,20.4017,52.86183,18.28,999.28,46.25
1713395387,20.38834,52.85115,18.28,999.28,46.23
1713395397,20.38834,52.82978,18.29,999.26,46.22
1713395407,20.4017,52.80995,18.28,999.27,46.20
1713395417,20.38834,52.81605,18.29,999.31,46.19
1713395427,20.4017,52.79774,18.29,999.31,46.18
1713395437,20.4017,52.7779,18.29,999.34,46.17
1713395447,20.38834,52.77485,18.28,999.32,46.16
1713395457,20.37499,52.76112,18.29,999.36,46.15
1713395467,20.38834,52.75196,18.28,999.28,46.13
1713395477,20.4017,52.76417,18.28,999.30,46.15
1713395487,20.4017,52.75502,18.28,999.28,46.14
1713395497,20.41772,52.75654,18.28,999.28,46.17
1713395507,20.43107,52.76875,18.28,999.36,46.19
1713395517,20.4017,52.7779,18.28,999.28,46.19
1713395527,20.38834,52.79622,18.28,999.29,46.19
1713395537,20.38834,52.78401,18.28,999.24,46.20
1713395547,20.38834,52.81605,18.29,999.31,46.20
1713395557,20.38834,52.79622,18.28,999.32,46.18
1713395567,20.37499,52.78248,18.28,999.33,46.15
1713395577,20.4017,52.7779,18.27,999.29,46.18
1713395587,20.4017,52.75502,18.28,999.27,46.19
1713395597,20.36164,52.80232,18.27,999.29,46.18
1713395607,20.37499,52.78248,18.28,999.24,46.16
1713395617,20.4017,52.76417,18.27,999.25,46.17
1713395627,20.38834,52.77485,18.27,999.34,46.17
1713395637,20.38834,52.75196,18.28,999.30,46.17
1713395647,20.38834,52.77485,18.28,999.32,46.19
1713395657,20.38834,52.78401,18.28,999.32,46.20
1713395667,20.38834,52.77485,18.27,999.23,46.19
1713395677,20.38834,52.78401,18.27,999.29,46.19
1713395687,20.38834,52.79622,18.27,999.26,46.20
1713395697,20.38834,52.81605,18.27,999.28,46.18
1713395707,20.4017,52.73365,18.28,999.24,46.16
1713395717,20.4017,52.76417,18.27,999.29,46.17
1713395727,20.4017,52.7779,18.27,999.28,46.17
1713395737,20.37499,52.76112,18.27,999.23,46.16
1713395747,20.37499,52.76112,18.27,999.23,46.17
1713395757,20.38834,52.76112,18.26,999.27,46.18
1713395767,20.38834,52.75196,18.27,999.25,46.18
1713395777,20.4017,52.76417,18.27,999.26,46.17
1713395787,20.38834,52.77485,18.26,999.27,46.20
1713395797,20.38834,52.75196,18.26,999.27,46.19
1713395807,20.37499,52.75044,18.27,999.31,46.18
1713395817,20.38834,52.77485,18.26,999.32,46.18
1713395827,20.4017,52.7779,18.26,999.32,46.15
1713395837,20.38834,52.74128,18.26,999.26,46.17
1713395847,20.38834,52.73213,18.26,999.30,46.17
1713395857,20.36164,52.75959,18.26,999.30,46.17
1713395867,20.37499,52.75044,18.27,999.29,46.18
1713395877,20.38834,52.77485,18.27,999.29,46.19
1713395887,20.38834,52.73213,18.27,999.29,46.18
1713395897,20.38834,52.78401,18.26,999.30,46.18
1713395907,20.37499,52.73823,18.27,999.31,46.20
1713395917,20.37499,52.76112,18.26,999.21,46.20
1713395927,20.36164,52.77943,18.27,999.28,46.19
1713395937,20.37499,52.77333,18.27,999.28,46.19
1713395947,20.38834,52.77485,18.26,999.32,46.19
1713395957,20.37499,52.79316,18.26,999.30,46.18
1713395967,20.38834,52.8069,18.26,999.26,46.20
1713395977,20.37499,52.79316,18.26,999.23,46.22
1713395987,20.38834,52.78401,18.26,999.25,46.19
1713395997,20.37499,52.82826,18.25,999.27,46.19
1713396007,20.37499,52.76112,18.26,999.27,46.19
1713396017,20.37499,52.76112,18.26,999.34,46.17
1713396027,20.37499,52.73823,18.26,999.31,46.16
1713396037,20.36164,52.71534,18.26,999.28,46.15
1713396047,20.37499,52.73823,18.25,999.25,46.16
1713396057,20.36164,52.68177,18.26,999.25,46.13
1713396067,20.37499,52.70619,18.26,999.37,46.12
1713396077,20.36164,52.70466,18.26,999.31,46.11
1713396087,20.37499,52.7184,18.26,999.35,46.09
1713396097,20.36164,52.68177,18.26,999.29,46.11
1713396107,20.36164,52.67262,18.26,999.25,46.12
1713396117,20.36164,52.69246,18.26,999.31,46.10
1713396127,20.38834,52.74128,18.26,999.24,46.12
1713396137,20.37499,52.7184,18.26,999.29,46.13
1713396147,20.36164,52.71534,18.25,999.27,46.12
1713396157,20.37499,52.7184,18.26,999.31,46.15
1713396167,20.36164,52.69246,18.26,999.36,46.17
1713396177,20.37499,52.73823,18.26,999.34,46.18
1713396187,20.36164,52.74739,18.25,999.29,46.16
1713396197,20.36164,52.73671,18.25,999.33,46.18
1713396207,20.34562,52.7245,18.26,999.34,46.17
1713396217,20.37499,52.76112,18.26,999.26,46.16
1713396227,20.34562,52.74586,18.26,999.32,46.15
1713396237,20.36164,52.72755,18.26,999.31,46.15
1713396247,20.34562,52.73365,18.25,999.30,46.14
1713396257,20.36164,52.74739,18.25,999.21,46.13
1713396267,20.36164,52.71534,18.26,999.36,46.15
1713396277,20.36164,52.71534,18.25,999.32,46.14
1713396287,20.36164,52.70466,18.26,999.34,46.12
1713396297,20.37499,52.70619,18.25,999.33,46.12
1713396307,20.34562,52.74586,18.25,999.33,46.11
1713396317,20.36164,52.71534,18.25,999.35,46.11
1713396327,20.33227,52.66804,18.25,999.32,46.13
1713396337,20.36164,52.70466,18.26,999.36,46.10
1713396347,20.36164,52.68177,18.25,999.33,46.08
