timestamp,c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1713534261,21.57664,48.571,20.03,1000.91,40.83,22.96681,75.28802
1713534271,21.58999,48.54811,20.02,1000.85,40.76,22.88624,75.53216
1713534281,21.60601,48.50385,20.03,1000.86,40.82,22.88624,75.89838
1713534291,21.57664,48.45197,20.03,1000.86,40.83,22.88624,73.13802
1713534301,21.57664,48.47486,20.01,1000.81,40.65,22.96681,72.21027
1713534311,21.58999,48.4535,20.01,1000.91,40.66,22.96681,70.96513
1713534321,21.58999,48.46571,20.01,1000.86,40.61,22.88624,74.87144
1713534331,21.58999,48.41993,20.01,1000.8,40.71,22.88624,74.18784
1713534341,21.58999,48.4535,20.01,1000.78,40.65,22.88624,74.60288
1713534351,21.56329,48.38941,20.01,1000.91,40.71,22.96681,75.89838
1713534361,21.57664,48.39246,20.01,1000.8,40.73,22.88624,75.89838
1713534371,21.57664,48.35737,20.01,1000.78,40.77,22.72511,76.04486
1713534381,21.57664,48.39246,20.01,1000.75,40.71,22.96681,76.04486
1713534391,21.56329,48.37873,20.01,1000.75,40.63,22.96681,76.26459
1713534401,21.57664,48.47486,20.01,1000.84,40.64,22.96681,76.26459
1713534411,21.57664,48.54811,20.0,1000.69,40.61,22.80568,72.0882
1713534421,21.58999,48.59541,19.99,1000.78,40.83,22.88624,71.79523
1713534431,21.57664,48.52216,19.99,1000.77,40.86,22.88624,71.69757
1713534441,21.56329,48.65034,19.99,1000.72,40.78,22.80568,71.81964
1713534451,21.57664,48.74647,20.0,1000.81,40.89,22.88624,73.50423
1713534461,21.56329,48.65034,20.0,1000.74,40.84,22.80568,72.6009
1713534471,21.56329,48.55726,20.0,1000.79,40.84,22.72511,72.01495
1713534481,21.57664,48.55726,19.99,1000.72,40.9,22.80568,72.13703
1713534491,21.58999,48.52522,19.99,1000.72,40.98,22.80568,72.40559
1713534501,21.56329,48.44892,19.98,1000.75,40.91,22.80568,72.47883
1713534511,21.58999,48.47639,19.97,1000.7,40.84,22.72511,72.74738
1713534521,21.57664,48.42908,19.96,1000.66,40.89,22.80568,72.55207
1713534531,21.54726,48.4474,19.95,1000.71,41.01,22.64454,72.55207
1713534541,21.57664,48.40314,19.95,1000.75,41.0,22.72511,72.79621
1713534551,21.56329,48.42603,19.95,1000.81,40.89,22.72511,73.18684
1713534561,21.57664,48.41688,19.94,1000.77,40.9,22.88624,73.16243
1713534571,21.56329,48.40162,19.94,1000.72,40.77,22.72511,73.26009
1713534581,21.54726,48.365,19.94,1000.75,40.9,22.72511,73.38216
1713534591,21.56329,48.35584,19.94,1000.76,40.9,22.72511,73.50423
1713534601,21.56329,48.38941,19.94,1000.79,40.94,22.80568,73.60189
1713534611,21.56329,48.31922,19.93,1000.81,40.78,22.64454,73.72397
1713534621,21.54726,48.30701,19.94,1000.76,40.7,22.72511,73.84604
1713534631,21.56329,48.2475,19.94,1000.68,40.84,22.72511,73.99252
1713534641,21.54726,48.365,19.94,1000.76,40.82,22.72511,74.23666
1713534651,21.56329,48.43824,19.93,1000.75,40.92,22.64454,74.50523
1713534661,21.54726,48.37568,19.93,1000.73,40.81,22.64454,74.55405
1713534671,21.53391,48.32837,19.95,1000.78,40.81,22.72511,74.6273
1713534681,21.57664,48.39246,19.94,1000.66,40.77,22.56397,74.6273
1713534691,21.54726,48.37568,19.94,1000.68,40.7,22.64454,74.92027
1713534701,21.54726,48.27954,19.93,1000.7,40.68,22.56397,75.01945
1713534711,21.53391,48.24598,19.94,1000.72,40.82,22.72511,75.04387
1713534721,21.54726,48.24598,19.94,1000.72,40.72,22.72511,75.01945
1713534731,21.54726,48.27954,19.94,1000.72,40.81,22.64454,74.94469
1713534741,21.54726,48.23377,19.93,1000.76,40.95,22.64454,74.87144
1713534751,21.56329,48.2475,19.92,1000.71,40.88,22.72511,74.82262
1713534761,21.53391,48.25513,19.93,1000.78,40.91,22.64454,74.72495
1713534771,21.54726,48.23377,19.94,1000.79,40.62,22.56397,74.70054
1713534781,21.56329,48.2002,19.93,1000.84,40.87,22.56397,74.70054
1713534791,21.53391,48.22004,19.92,1000.8,40.7,22.64454,74.65171
1713534801,21.53391,48.18647,19.94,1000.85,40.75,22.72511,74.6273
1713534811,21.53391,48.18647,19.93,1000.84,40.8,22.56397,74.6273
1713534821,21.54726,48.22309,19.93,1000.89,40.85,22.56397,74.6273
1713534831,21.54726,48.23377,19.94,1000.87,40.86,22.64454,74.60288
1713534841,21.54726,48.23377,19.94,1000.79,40.74,22.72511,74.55405
1713534851,21.53391,48.26886,19.92,1000.77,40.4,22.56397,74.6273
1713534861,21.54726,48.29328,19.95,1000.78,40.61,22.56397,74.6273
1713534871,21.53391,48.20935,19.93,1000.73,40.78,22.64454,74.6273
1713534881,21.54726,48.10406,19.94,1000.79,40.74,22.64454,74.30991
1713534891,21.52056,48.13611,19.92,1000.77,40.39,22.64454,74.6273
1713534901,21.56329,48.15137,19.91,1000.83,40.64,22.72511,74.6273
1713534911,21.54726,48.06744,19.92,1000.78,40.79,22.64454,74.77378
1713534921,21.53391,48.00488,19.92,1000.84,40.59,22.64454,74.77378
1713534931,21.56329,47.97589,19.92,1000.74,40.36,22.80568,74.84703
1713534941,21.54726,47.93621,19.93,1000.72,40.38,22.64454,74.89586
1713534951,21.54726,47.96216,19.92,1000.8,40.64,22.64454,74.9691
1713534961,21.54726,47.92553,19.92,1000.71,40.65,22.72511,75.01945
1713534971,21.54726,47.93621,19.93,1000.73,40.61,22.72511,75.04387
1713534981,21.56329,47.98657,19.94,1000.71,40.58,22.72511,75.01945
1713534991,21.54726,47.94995,19.94,1000.8,40.62,22.80568,75.0927
1713535001,21.56329,48.04608,19.95,1000.7,40.51,22.64454,75.14153
1713535011,21.56329,48.10559,19.94,1000.8,40.78,22.64454,75.11711
1713535021,21.52056,48.06439,19.95,1000.78,40.52,22.72511,75.14153
1713535031,21.56329,48.04608,19.95,1000.82,40.68,22.80568,75.19035
1713535041,21.56329,48.06897,19.95,1000.71,40.58,22.80568,75.31243
1713535051,21.56329,48.00946,19.96,1000.83,40.71,22.80568,75.11711
1713535061,21.56329,48.02319,19.96,1000.8,40.48,22.80568,75.2636
1713535071,21.53391,47.98199,19.96,1000.78,40.46,22.88624,75.67865
1713535081,21.54726,48.02167,19.98,1000.78,40.55,22.72511,75.77631
1713535091,21.56329,48.02319,19.98,1000.73,40.49,22.80568,75.75189
1713535101,21.54726,48.11475,19.98,1000.81,40.48,22.80568,75.99603
1713535111,21.56329,48.10559,19.99,1000.83,40.53,22.88624,75.82513
1713535121,21.57664,48.10864,20.0,1000.79,40.46,22.96681,75.67865
1713535131,21.57664,48.05981,20.0,1000.68,40.45,22.88624,76.31342
1713535141,21.57664,48.13153,20.0,1000.71,40.4,22.96681,75.84955
1713535151,21.56329,48.12848,20.02,1000.76,40.43,22.96681,75.84955
1713535161,21.57664,48.16816,20.01,1000.67,40.45,22.88624,75.28802
1713535171,21.57664,48.13153,20.02,1000.77,40.42,22.88624,75.01945
1713535181,21.56329,48.2826,20.02,1000.76,40.51,22.80568,74.82262
1713535191,21.56329,48.25971,20.03,1000.78,40.49,22.96681,74.67612
1713535201,21.57664,48.21393,20.03,1000.64,40.62,23.04738,74.57847
1713535211,21.57664,48.16816,20.04,1000.74,40.52,22.96681,74.48081
1713535221,21.60601,48.21851,20.03,1000.78,40.52,22.80568,74.38315
1713535231,21.57664,48.21393,20.03,1000.73,40.5,22.96681,74.28549
1713535241,21.58999,48.16968,20.03,1000.65,40.55,22.88624,74.18784
1713535251,21.58999,48.17884,20.03,1000.71,40.44,22.96681,74.18784
1713535261,21.57664,48.19104,20.04,1000.74,40.42,22.96681,74.11459
1713535271,21.57664,48.1178,20.04,1000.74,40.37,22.96681,73.99252
1713535281,21.58999,48.08575,20.04,1000.66,40.42,22.88624,73.96811
1713535291,21.56329,48.15137,20.03,1000.68,40.47,22.96681,73.9437
1713535301,21.58999,48.08575,20.03,1000.73,40.32,23.04738,73.89487
1713535311,21.58999,48.09644,20.03,1000.75,40.49,22.96681,73.74838
1713535321,21.60601,48.14679,20.02,1000.77,40.55,22.88624,73.74838
1713535331,21.58999,48.15595,20.02,1000.79,40.51,22.88624,73.65073
1713535341,21.58999,48.16968,20.02,1000.71,40.38,22.96681,72.67414
1713535351,21.58999,48.09644,20.02,1000.71,40.45,22.88624,72.55207
1713535361,21.57664,48.13153,20.02,1000.6,40.54,22.88624,72.67414
1713535371,21.57664,48.08575,20.01,1000.7,40.43,23.04738,72.6009
1713535381,21.57664,48.13153,20.02,1000.74,40.38,22.88624,72.52766
1713535391,21.57664,47.98962,20.02,1000.74,40.41,22.88624,72.50324
1713535401,21.57664,48.00031,20.02,1000.77,40.41,22.88624,72.47883
1713535411,21.58999,48.03998,20.03,1000.78,40.48,22.96681,72.52766
1713535421,21.57664,48.07202,20.02,1000.72,40.46,23.04738,72.03937
1713535431,21.57664,48.14527,20.03,1000.7,40.54,23.04738,73.16243
1713535441,21.56329,48.1651,20.03,1000.78,40.51,23.04738,73.13802
1713535451,21.58999,48.19257,20.03,1000.78,40.53,23.04738,73.16243
1713535461,21.60601,48.19562,20.03,1000.79,40.56,22.96681,73.16243
1713535471,21.58999,48.22919,20.05,1000.84,40.45,22.96681,73.16243
1713535481,21.60601,48.2887,20.04,1000.8,40.55,22.96681,73.1136
1713535491,21.60601,48.38483,20.04,1000.8,40.36,22.96681,73.06477
1713535501,21.58999,48.50233,20.04,1000.72,40.49,22.88624,72.96712
1713535511,21.63271,48.54048,20.06,1000.77,40.58,22.96681,72.86946
1713535521,21.60601,48.54963,20.06,1000.77,40.62,23.04738,72.7718
1713535531,21.61936,48.63661,20.06,1000.73,40.7,22.88624,72.69855
1713535541,21.60601,48.64424,20.05,1000.77,40.78,23.04738,72.64973
1713535551,21.60601,48.47944,20.06,1000.77,40.68,23.28908,72.47883
1713535561,21.61936,48.43366,20.05,1000.76,40.72,22.96681,72.35676
1713535571,21.58999,48.36958,20.06,1000.75,40.65,22.96681,72.23469
1713535581,21.61936,48.27954,20.05,1000.74,40.6,23.04738,72.13703
1713535591,21.61936,48.24292,20.06,1000.75,40.58,22.96681,72.01495
1713535601,21.60601,48.31464,20.06,1000.75,40.65,22.80568,71.9173
1713535611,21.61936,48.25666,20.05,1000.73,40.64,22.88624,71.79523
1713535621,21.61936,48.18341,20.05,1000.68,40.52,22.88624,71.7464
1713535631,21.61936,48.19715,20.05,1000.74,40.47,22.80568,71.72198
1713535641,21.60601,48.17273,20.04,1000.75,40.51,22.96681,71.62432
1713535651,21.63271,48.2826,20.04,1000.7,40.59,22.96681,71.45342
1713535661,21.63271,48.30548,20.03,1000.64,40.56,22.88624,71.38018
1713535671,21.61936,48.24292,20.03,1000.75,40.66,22.80568,71.30694
1713535681,21.60601,48.14679,20.03,1000.73,40.72,22.88624,71.18486
1713535691,21.63271,48.12695,20.02,1000.77,40.55,22.96681,71.11162
1713535701,21.61936,48.05371,20.01,1000.76,40.6,22.80568,71.03838
1713535711,21.60601,48.05066,20.02,1000.72,40.48,22.96681,70.94072
1713535721,21.58999,48.02625,20.01,1000.67,40.34,22.88624,70.94072
1713535731,21.60601,48.05066,20.0,1000.71,40.55,22.80568,70.91631
1713535741,21.61936,48.05371,20.0,1000.63,40.45,22.80568,70.84306
1713535751,21.58999,48.07355,20.0,1000.71,40.66,22.72511,70.81864
1713535761,21.57664,48.02319,19.99,1000.69,40.63,22.80568,70.91631
1713535771,21.60601,48.09949,19.98,1000.73,40.65,22.72511,70.84306
1713535781,21.56329,48.0354,19.99,1000.61,40.48,22.88624,70.94072
1713535791,21.57664,48.02319,19.99,1000.71,40.4,22.80568,70.94072
1713535801,21.58999,47.96674,19.99,1000.65,40.44,22.72511,70.98955
1713535811,21.60601,47.93164,19.98,1000.65,40.5,22.80568,71.03838
1713535821,21.56329,47.93927,19.98,1000.65,40.63,22.72511,71.06279
1713535831,21.56329,47.92706,19.97,1000.63,40.58,22.72511,71.0872
1713535841,21.56329,47.953,19.97,1000.6,40.49,22.72511,71.13603
1713535851,21.57664,47.96368,19.97,1000.68,40.49,22.72511,71.16045
1713535861,21.58999,47.93011,19.96,1000.67,40.54,22.72511,71.2581
1713535871,21.56329,47.99878,19.96,1000.63,40.62,22.72511,71.30694
1713535881,21.60601,47.95758,19.95,1000.73,40.56,22.72511,71.33135
1713535891,21.57664,47.97742,19.95,1000.62,40.44,22.64454,71.38018
1713535901,21.54726,48.05829,19.95,1000.68,40.55,22.72511,71.33135
1713535911,21.58999,48.09644,19.95,1000.62,40.66,22.64454,71.35577
1713535921,21.57664,48.09491,19.94,1000.63,40.63,22.72511,71.38018
1713535931,21.58999,48.04913,19.94,1000.64,40.7,22.80568,71.30694
1713535941,21.56329,48.05829,19.94,1000.68,40.54,22.72511,71.2581
1713535951,21.58999,48.03998,19.94,1000.64,40.47,22.64454,71.18486
1713535961,21.54726,48.06744,19.95,1000.65,40.66,22.64454,71.13603
1713535971,21.57664,48.08575,19.95,1000.7,40.77,22.64454,71.03838
1713535981,21.56329,48.06897,19.94,1000.69,40.71,22.64454,70.94072
1713535991,21.56329,48.0827,19.94,1000.72,40.57,22.72511,70.94072
1713536001,21.56329,48.0354,19.94,1000.63,40.63,22.80568,70.86747
1713536011,21.54726,48.03235,19.93,1000.7,40.58,22.64454,70.84306
1713536021,21.56329,48.12848,19.93,1000.64,40.42,22.64454,70.79423
1713536031,21.53391,48.09033,19.94,1000.68,40.46,22.64454,70.79423
1713536041,21.54726,48.00793,19.94,1000.71,40.49,22.64454,70.67216
1713536051,21.54726,47.94995,19.93,1000.73,40.5,22.72511,70.62333
1713536061,21.53391,47.92248,19.93,1000.72,40.58,22.80568,70.52567
1713536071,21.56329,47.91638,19.93,1000.7,40.6,22.64454,70.4036
1713536081,21.54726,47.94995,19.93,1000.62,40.4,22.64454,70.33036
1713536091,21.52056,47.94537,19.93,1000.7,40.45,22.56397,70.25712
1713536101,21.53391,47.93621,19.94,1000.79,40.58,22.72511,70.15946
1713536111,21.54726,47.89959,19.93,1000.73,40.48,22.72511,70.01297
1713536121,21.54726,47.98505,19.94,1000.75,40.53,22.64454,69.98856
1713536131,21.52056,47.88586,19.94,1000.68,40.68,22.72511,69.8909
1713536141,21.54726,47.89959,19.93,1000.68,40.66,22.64454,69.8909
1713536151,21.53391,47.93621,19.93,1000.76,40.66,22.72511,69.8909
1713536161,21.50721,47.93164,19.94,1000.71,40.45,22.72511,69.98856
1713536171,21.52056,47.93469,19.94,1000.75,40.49,22.64454,69.96414
1713536181,21.54726,47.96216,19.95,1000.7,40.49,22.64454,69.96414
1713536191,21.53391,47.93621,19.95,1000.73,40.52,22.72511,69.96414
1713536201,21.53391,47.94842,19.94,1000.77,40.43,22.72511,69.79324
1713536211,21.53391,47.97131,19.95,1000.71,40.54,22.64454,69.76883
1713536221,21.53391,48.05524,19.95,1000.73,40.44,22.72511,69.71999
1713536231,21.54726,48.11475,19.94,1000.64,40.6,22.72511,69.69558
1713536241,21.53391,48.09033,19.95,1000.67,40.48,22.64454,69.69558
1713536251,21.53391,48.07813,19.95,1000.73,40.64,22.80568,69.69558
1713536261,21.52056,48.08728,19.94,1000.64,40.58,22.80568,69.69558
1713536271,21.52056,48.06439,19.96,1000.66,40.59,22.80568,69.74442
1713536281,21.53391,48.07813,19.96,1000.69,40.5,22.72511,69.79324
1713536291,21.53391,48.11322,19.95,1000.56,40.66,22.72511,70.18388
1713536301,21.54726,48.06744,19.96,1000.72,40.51,22.56397,70.35477
1713536311,21.53391,47.99573,19.96,1000.66,40.44,22.64454,70.01297
1713536321,21.53391,48.00488,19.95,1000.57,40.5,22.64454,69.93973
1713536331,21.53391,48.00488,19.96,1000.59,40.39,22.64454,69.42702
1713536341,21.52056,48.03998,19.96,1000.64,40.51,22.72511,69.18288
1713536351,21.54726,48.08118,19.96,1000.62,40.56,22.72511,68.98756
1713536361,21.53391,48.09033,19.97,1000.68,40.56,22.64454,68.79225
1713536371,21.53391,48.01862,19.96,1000.63,40.45,22.64454,68.66866
1713536381,21.52056,48.01709,19.96,1000.63,40.55,22.80568,68.49775
1713536391,21.53391,48.03082,19.95,1000.63,40.6,22.72511,68.42451
1713536401,21.50721,47.96826,19.96,1000.61,40.54,22.72511,68.37568
1713536411,21.53391,48.07813,19.96,1000.53,40.39,22.72511,68.27802
1713536421,21.52056,48.14679,19.95,1000.6,40.57,22.64454,68.27802
1713536431,21.52056,48.11017,19.95,1000.52,40.45,22.64454,68.20478
1713536441,21.52056,48.03082,19.95,1000.6,40.68,22.72511,68.10712
1713536451,21.53391,48.01862,19.94,1000.52,40.38,22.56397,68.03387
1713536461,21.52056,47.94537,19.94,1000.58,40.5,22.64454,68.05829
